1._Nombre_de_encuestador,2._Fecha_y_Hora_inicio,"3._Buenos_dias/_tardes,_mi_nombre_es__________________soy_encuestador/a_y_junto_a_la_Superintendencia_de_Servicios_Publicos_y_Domiciliarios_estamos_indagando_acerca_de_como_estan_siendo_atendidas_sus_peticiones,_quejas_y/o_reclamos._Su_participacion_es_voluntaria_y_tanto_su_identidad,_como_las_respuestas_suministradas_seran_de_caracter_confidencial._Esta_encuesta_toma_alrededor_de_10_minutos,_¿estaria_dispuesto(a)_a_responder_unas_preguntas?","4._¿Autoriza_a_la_Superservicios_para_hacer_tratamiento_de_sus_datos_personales,_de_acuerdo_con_lo_establecido_en_la_Ley_1581_de_2012_y_la_Politica_de_tratamiento_de_datos_personales_de_la_entidad_publicada_en_https://www.superservicios.gov.co/Politica-de-tratamiento-de-datos?",Otro,8._Su_edad_se_encuentra_entre,9._Departamento,10._Municipio,11._Nombre_Punto_Atencion,12._Empresa,13._¿Por_que_motivo_viene_usted_hoy_a_este_punto_de_atencion?,Otro.1,14._Ud._visita_el_punto_de_atencion_¿Como?,Otro.2,15._¿Coincide_su_lugar_de_residencia_con_el_lugar_donde_esta_siendo_atendido?,16._Ud._Se_identifica_como,Otro.3,17._Pertenece_a_alguna_de_las_siguientes_etnias,Otro.4,18._¿Su_direccion_es_la_misma_que_registra_en_su_factura?,20._¿En_que_tipo_de_zona_vive_en_este_momento?,21._¿Cual_es_su_estado_civil_actualmente?,Otro.5,22._¿Cual_es_su_mayor_nivel_de_estudios?,Otro.6,23._Indiqueme_por_favor_si_el_lugar_en_el_que_vive_es:,Otro.7,24._¿Cual_es_su_principal_ocupacion,Otro.8,25._¿Cuantas_personas_actualmente_componen_su_hogar?,26._¿Cuanto_tiempo_le_toma_desde_su_lugar_de_vivienda_a_este_punto_de_atencion?,"27._Aproximadamente,_¿Cuanto_dinero_estima_que_sera_gastado_para_esta_diligencia?",Otro.9,28._¿A_que_servicio_refiere_su_visita_al_punto_de_atencion?,Otro.10,29._¿Que_tipo_de_gestion_llevara_a_cabo?,Otro.11,30._Su_inconformidad/solicitud_o_peticion_tiene_que_ver_con,Compartanos_si_considera_que_otra_razon_distinta_que_quiera_compartir_de_forma_muy_corta,"30.1_Como_su_respuesta_fue_facturacion,_indique",Otro.12,"30.1_Como_su_respuesta_fue_Prestacion_del_servicio,_indique",Otro.13,31._Como_califica_la_prestacion_del_servicio_por_parte_de_la_empresa,Otro.14,"32._En_este_momento,_¿ud_ya_fue_atendido?",32.1_Elija_la_escala_en_la_cual_se_encuentra_luego_de_ser_atendido,32.1_Elija_la_percepcion_que_tiene_en_este_momento,33._Frente_a_su_motivo_de_visita_al_punto_de_atencion_hubiera_preferido:,Otro.15,34.1._¿En_cuanto_tiempo_espera_una_respuesta_a_su_PQR?,34.1_¿En_cuanto_desearia_una_respuesta_a_su_PQR?,"35._Si_No_recibe_respuesta_a_su_solicitud_dentro_del_tiempo_estipulado,_¿Que_accion_tomaria?",Buscaria_otra_solucion._¿Cual?,36._Si_Ud._Recibe_una_respuesta_con_la_cual_NO_ESTA_DE_ACUERDO,Otro.16,"37._¿La_empresa_prestadora_de_servicio_le_explico_que,_si_USTED_no_esta_de_acuerdo_con_su_respuesta_puede_pedir_que_la_revisen_o_que_otra_autoridad_la_evalue?",Otro.17,38._Sobre_la_Superintendencia_de_Servicios_Publicos_Domiciliarios_(SSPD)_usted:,Otro.18,39._¿Que_tan_satisfecho_esta_con_la_atencion_brindada_en_este_punto?,40._¿tiene_su_factura_del_servicio_motivo_de_visita_a_la_mano?,CreationDate,EditDate,x,y,Duracion_(minutos)
d55e8cb90044,2024-10-31 12:59:00.000,Si,SI AUTORIZO,,Mayor a 60 anos,"BOGOTA, D.C.","BOGOTA, D.C.",Super Cade 30,VANTI,other,Cambiar la factura fisica a Electronica,Quien usa el servicio,,No,Mujer,,Ninguno,,Si,Urbana,Soltero/a,,Superior (incluye postgrado),,Propia,,Pensionado(a),,3,Entre 30 minutos a 60 minutos,Menos de $10.000,,Gas Natural,,other,Solicitar el cambio de factura presencial a factura Electronica,Facturacion,nan,other,Cambio de fisica a Electronica,nan,,Regular,,No,nan,Estoy seguro de que resolvere e,Quiero asistir presencialmente,,nan,Menos de una semana,Contactar Nuevamente,nan,Consultaria con alguien cercano,,"Si, pero no me dieron mas detal",,Se que es la entidad encargada,,Insatisfecho,Si,2024-10-31 13:11:19.530,2024-10-31 13:11:19.530,-74.0812619,4.6254012,12.3255
d55e8cb90044,2024-10-31 14:30:00.000,Si,SI AUTORIZO,,Mayor a 60 anos,"BOGOTA, D.C.","BOGOTA, D.C.",Super Cade 30,VANTI,other,Cobro de un servicio no adquirido,Quien usa el servicio,,Si,Hombre,,Ninguno,,Si,Urbana,Casado/a,,Superior (incluye postgrado),,Propia,,Empleado(a) en el sector public,,3,Entre 30 minutos a 60 minutos,De $10.000 a $30.000,,Gas Natural,,Presentar una reclamacion,,Facturacion,nan,other,El cobro de un producto que no adquiri,nan,,Mala,,Si,"Fui atendido, pero la orientaci",nan,Quiero asistir presencialmente,,Menos de una semana,nan,Presentar una queja o reclamo,nan,Elevaria una queja a una autori,,"Si, pero no me dieron mas detal",,Nunca habia escuchado sobre est,,Insatisfecho,Si,2024-10-31 14:39:15.248,2024-10-31 14:39:15.248,-74.0814205858195,4.6254741324638,9.254133333333334
f2506f32a669,2024-10-31 12:43:28.432,Si,SI AUTORIZO,,41 y 59 anos,"BOGOTA, D.C.","BOGOTA, D.C.",Supercade CR 30,ENEL COLOMBIA,No estoy de acuerdo con los val,,El suscriptor del servicio,,Si,Mujer,,Ninguno,,Si,Urbana,Union libre,,Basica secundaria,,Propia,,Trabajador(a) independiente,,4,Entre una hora y dos horas,De 30.000 a $60.000,,Energia Electrica,,other,Retiro del seguro.,Prestacion del servicio,nan,nan,,He presentado varias solicitude,,Mala,,No,nan,No confio en que me orienten ad,Quiero asistir presencialmente,,nan,Menos de una semana,Presentar una queja o reclamo,nan,Pediria una revision a la empre,,No me proporcionaron ninguna in,,"La he escuchado, pero no se cua",,Satisfecho,No,2024-10-31 14:40:11.781,2024-10-31 14:40:11.781,-74.08105,4.62571833333333,116.7224833333333
d55e8cb90044,2024-11-01 10:41:00.000,Si,SI AUTORIZO,,Mayor a 60 anos,"BOGOTA, D.C.","BOGOTA, D.C.",PROAMBIENTAL DISTRITO SAS ESP,ASEO,other,Me estaban haciendo el cobro de 3 cocinas y yo solo tengo una,Persona autorizada para actuar,,No,Hombre,,Ninguno,,No,Urbana,Soltero/a,,Basica secundaria,,Propia,,Trabajador(a) independiente,,1,Entre una hora y dos horas,Menos de $10.000,,Aseo,,Presentar una reclamacion,,Facturacion,nan,Considero que el cobro de mi se,,nan,,Buena,,Si,Mi motivo de visita fue complet,nan,Quiero asistir presencialmente,,Menos de una semana,nan,Consideraria que esta aprobada,nan,other,Ya fue resuelta,"Si, y me explicaron como hacerl",,Creo que es la entidad que prov,,Satisfecho,Si,2024-11-01 11:19:49.493,2024-11-01 11:19:49.493,-74.0622377,4.6378423,38.82488333333333
d55e8cb90044,2024-11-01 11:22:00.000,Si,SI AUTORIZO,,41 y 59 anos,"BOGOTA, D.C.","BOGOTA, D.C.",PROAMBIENTAL DISTRITO S.A.S ESP TV 4 51A 25,ASEO,No he recibido la factura,,other,Solicitar recibos de predios vacios,No,Mujer,,Ninguno,,No,Urbana,Soltero/a,,Media,,other,FAMILIAR,Empleado(a) en el sector public,,5,Entre 30 minutos a 60 minutos,Menos de $10.000,,Aseo,,Solicitar copia de la factura,,Facturacion,nan,other,Solicitar copia de las facturas,nan,,Buena,,Si,Mi motivo de visita fue complet,nan,Quiero asistir presencialmente,,Menos de una semana,nan,Contactar Nuevamente,nan,Pediria una revision a la empre,,"Si, y me explicaron como hacerl",,Nunca habia escuchado sobre est,,Satisfecho,Si,2024-11-01 11:57:56.064,2024-11-01 11:57:56.064,-74.062205,4.6378222,35.9344
d55e8cb90044,2024-11-01 12:02:00.000,Si,SI AUTORIZO,,Mayor a 60 anos,"BOGOTA, D.C.","BOGOTA, D.C.",PROAMBIENTAL DISTRITO S.A.S ESP TV 4 51A 25,ASEO,other,COPIA FACTURA,Quien usa el servicio,,Si,Hombre,,Ninguno,,Si,Urbana,other,SEPARADOSOKI,Superior (incluye postgrado),,Propia,,Trabajador(a) independiente,,3,Entre una hora y dos horas,De $10.000 a $30.000,,Aseo,,Solicitar copia de la factura,,Facturacion,nan,other,SOLICITO COPIA DE LA FACTURA,nan,,Buena,,Si,Mi motivo de visita fue complet,nan,Quiero asistir presencialmente,,Menos de una semana,nan,Contactar Nuevamente,nan,Consultaria con alguien cercano,,"Si, y me explicaron como hacerl",,Creo que es la entidad que prov,,Muy satisfecho,Si,2024-11-01 12:16:36.555,2024-11-01 12:16:36.555,-74.0622119,4.6378272,14.60925
d55e8cb90044,2024-11-01 13:05:00.000,Si,SI AUTORIZO,,41 y 59 anos,"BOGOTA, D.C.","BOGOTA, D.C.",Toledogloria636@gmail.com,ASEO,other,Me estan cobrando consumo y el predio esta desocupado no ay servicio de cocina,El dueno de la propiedad,,No,Mujer,,Ninguno,,No,Urbana,Soltero/a,,Basica primaria,,Propia,,Trabajador(a) independiente,,3,Entre 30 minutos a 60 minutos,De $10.000 a $30.000,,Aseo,,Presentar una reclamacion,,Facturacion,nan,Considero que el cobro de mi se,,nan,,Mala,,Si,"Fui atendido, pero la orientaci",nan,Quiero asistir presencialmente,,Entre una semana y un mes,nan,Contactar Nuevamente,nan,Pediria una revision a la empre,,"Si, pero no me dieron mas detal",,Nunca habia escuchado sobre est,,Muy insatisfecho,Si,2024-11-01 13:26:00.040,2024-11-01 13:26:00.040,-74.062221,4.6378401,21.00066666666667
d55e8cb90044,2024-11-01 13:46:00.000,Si,SI AUTORIZO,,Mayor a 60 anos,"BOGOTA, D.C.","BOGOTA, D.C.",PROAMBIENTAL DISTRITO S.A.S ESP TV 4 51A 25,ASEO,No estoy de acuerdo con el valo,,El dueno de la propiedad,,Si,Hombre,,Ninguno,,Si,Urbana,Casado/a,,Media,,Propia,,Empleado(a) en el sector public,,4,Menos de 30 minutos,De $10.000 a $30.000,,Aseo,,Presentar una reclamacion,,Facturacion,nan,Considero que el cobro de mi se,,nan,,Regular,,Si,"Fui atendido, pero la orientaci",nan,Quiero asistir presencialmente,,Entre una semana y un mes,nan,Contactar Nuevamente,nan,Consultaria con alguien cercano,,"Si, pero no me dieron mas detal",,Nunca habia escuchado sobre est,,Insatisfecho,Si,2024-11-01 14:04:52.585,2024-11-01 14:04:52.585,-74.0621568,4.637797,18.87641666666667
f2506f32a669,2024-11-01 10:51:00.000,Si,SI AUTORIZO,,25 y 40 anos,"BOGOTA, D.C.","BOGOTA, D.C.",TR 4 #51A 25,PROMOAMBIENTAL,other,Cobro sin consumo,Persona autorizada para actuar,,No,Hombre,,Ninguno,,No,Urbana,Union libre,,Superior (incluye postgrado),,Arrendada,,Trabajador(a) independiente,,5,Menos de 30 minutos,Menos de $10.000,,Aseo,,Presentar una reclamacion,,Facturacion,nan,Considero que el cobro de mi se,,nan,,Buena,,Si,Mi motivo de visita fue complet,nan,Quiero asistir presencialmente,,Entre una semana y un mes,nan,Contactar Nuevamente,nan,Pediria una revision a la empre,,"Si, y me explicaron como hacerl",,Creo que es la entidad que prov,,Muy satisfecho,Si,2024-11-01 16:13:16.050,2024-11-01 16:13:16.050,-74.062095,4.63693833333333,322.2675
f2506f32a669,2024-11-01 11:25:00.000,Si,SI AUTORIZO,,Mayor a 60 anos,"BOGOTA, D.C.","BOGOTA, D.C.",TR 4 #51A 25,PROMOAMBIENTAL,other,"Sudsidio de un Apt desocuoado, por servicios.",El dueno de la propiedad,,Si,Hombre,,Ninguno,,Si,Urbana,Casado/a,,Basica primaria,,Propia,,Pensionado(a),,3,Entre 30 minutos a 60 minutos,De $10.000 a $30.000,,Aseo,,Radicar una peticion,,Facturacion,nan,other,Sudsidio de Apt desocupado.,nan,,Buena,,Si,Mi motivo de visita fue complet,nan,Quiero asistir presencialmente,,Entre una semana y un mes,nan,Contactar Nuevamente,nan,Pediria una revision a la empre,,"Si, y me explicaron como hacerl",,Se que es la entidad encargada,,Muy satisfecho,Si,2024-11-01 16:13:16.706,2024-11-01 16:13:16.706,-74.0621433333333,4.63784666666667,288.2784333333333
f2506f32a669,2024-11-01 11:43:00.000,Si,SI AUTORIZO,,25 y 40 anos,"BOGOTA, D.C.","BOGOTA, D.C.",TR 4 #51A 25,PROMOAMBIENTAL,other,"Visita a la casa, para control de un negocio",Persona autorizada para actuar,,No,Mujer,,Ninguno,,No,Urbana,Union libre,,Superior (incluye postgrado),,Arrendada,,Trabajador(a) independiente,,4,Entre 30 minutos a 60 minutos,De $10.000 a $30.000,,Aseo,,other,"Visita a la casa, para control de un negocio.",other,"Visita a la casa, para control de un negocio.",nan,,nan,,Buena,,Si,"Fui atendido, la orientacion fu",nan,Quiero asistir presencialmente,,Entre una semana y un mes,nan,Contactar Nuevamente,nan,Pediria una revision a la empre,,"Si, pero no me dieron mas detal",,Se que es la entidad encargada,,Satisfecho,Si,2024-11-01 16:13:17.318,2024-11-01 16:13:17.318,-74.062255,4.63795666666667,270.2886333333333
d55e8cb90044,2024-11-01 15:43:00.000,Si,SI AUTORIZO,,Mayor a 60 anos,"BOGOTA, D.C.","BOGOTA, D.C.",PROAMBIENTAL DISTRITO S.A.S ESP TV 4 51A 25,ASEO,No estoy de acuerdo con los val,,El dueno de la propiedad,,Si,Mujer,,Ninguno,,Si,Urbana,other,SEPARADA,Basica secundaria,,Propia,,Cuidador(a) del hogar,,6,Entre una hora y dos horas,Menos de $10.000,,Aseo,,Presentar una reclamacion,,Facturacion,nan,Hay un cobro desconocido,,nan,,Mala,,Si,"Fui atendido, pero la orientaci",nan,Quiero asistir presencialmente,,Entre una semana y un mes,nan,Contactar Nuevamente,nan,Pediria una revision a la empre,,"Si, pero no me dieron mas detal",,Nunca habia escuchado sobre est,,Insatisfecho,Si,2024-11-01 16:16:55.796,2024-11-01 16:16:55.796,-74.0622325,4.6378348,33.92993333333333
d55e8cb90044,2024-11-05 14:39:00.000,Si,SI AUTORIZO,,Mayor a 60 anos,"BOGOTA, D.C.","BOGOTA, D.C.",Acueducto y Alcantarillado de Bogota CR 7a 33 - 53,ACUEDUCTO,No estoy de acuerdo con el valo,,El dueno de la propiedad,,No,Hombre,,Ninguno,,Si,Urbana,Divorciado/a,,Superior (incluye postgrado),,Propia,,Trabajador(a) independiente,,1,Menos de 30 minutos,Menos de $10.000,,Acueducto,,Presentar una reclamacion,,Facturacion,nan,Considero que el cobro de mi se,,nan,,Buena,,No,nan,Considero que la informacion qu,Quiero asistir presencialmente,,nan,Entre una semana y un mes,Contactar Nuevamente,nan,Pediria una revision a la empre,,"Si, pero no me dieron mas detal",,Creo que es la entidad que prov,,Neutral,Si,2024-11-05 14:47:22.558,2024-11-05 14:47:22.558,-74.0674483,4.6205936,8.375966666666667
d55e8cb90044,2024-11-05 14:48:00.000,Si,SI AUTORIZO,,41 y 59 anos,"BOGOTA, D.C.","BOGOTA, D.C.",ACUEDUCTO Y ALCANTARILLADO DE BOGOTA CR 7a 33 53,ACUEDUCTO,Mi servicio fue suspendido,,Quien usa el servicio,,No,Hombre,,Ninguno,,Si,Urbana,Union libre,,Basica secundaria,,Propia,,Trabajador(a) independiente,,2,Entre una hora y dos horas,Menos de $10.000,,Acueducto,,Solicitar informacion,,Prestacion del servicio,nan,nan,,other,ME SUSPENDIERON EL SERVICIO SOLICITO LA REACTIVACION,Buena,,Si,Mi motivo de visita fue complet,nan,Quiero asistir presencialmente,,Menos de una semana,nan,Contactar Nuevamente,nan,other,SOLICITO LA REACTIVACION DEL SERVICIO CON URGENCIA,"Si, y me explicaron como hacerl",,Se que es la entidad encargada,,Satisfecho,Si,2024-11-05 14:58:16.217,2024-11-05 14:58:16.217,-74.0673442040759,4.62028121075344,10.27028333333333
d55e8cb90044,2024-11-05 15:00:00.000,Si,SI AUTORIZO,,41 y 59 anos,"BOGOTA, D.C.","BOGOTA, D.C.",ACUEDUCTO Y ALCANTARILLADO DE BOGOTA CR 7a 33 53,ACUEDUCTO,other,PARA SOLICITAR COPIA DEL PAGO DE LA FINANCIACION,El dueno de la propiedad,,Si,Hombre,,Ninguno,,Si,Urbana,Soltero/a,,Basica primaria,,Propia,,Trabajador(a) independiente,,2,Menos de 30 minutos,Menos de $10.000,,Acueducto,,other,COPIA DEL PAGO DE LA FINANCIACION,Facturacion,nan,other,COPIA DEL PAGO DE LA FINANCIACION,nan,,Buena,,Si,Mi motivo de visita fue complet,nan,Quiero asistir presencialmente,,Menos de una semana,nan,Contactar Nuevamente,nan,other,FUE RESUELTA MI DUDA,"Si, y me explicaron como hacerl",,Se que es la entidad encargada,,Satisfecho,No,2024-11-05 15:09:48.459,2024-11-05 15:09:48.459,-74.0674451,4.6205869,9.807649999999999
f2506f32a669,2024-11-05 14:43:25.065,Si,SI AUTORIZO,,18 y 24 anos,"BOGOTA, D.C.","BOGOTA, D.C.",CR 7 #33-53 SAN DIEGO,ACUEDUCTO,No estoy de acuerdo con el valo,,Persona autorizada para actuar,,Si,Hombre,,Indigena,,Si,Urbana,Soltero/a,,Basica secundaria,,Arrendada,,Estudiante,,7,Entre una hora y dos horas,De $10.000 a $30.000,,Alcantarillado,,Radicar una peticion,,Facturacion,nan,Considero que el cobro de mi se,,nan,,Regular,,No,nan,Creo que la atencion y orientac,Quiero asistir presencialmente,,nan,Menos de una semana,Presentar una queja o reclamo,nan,Elevaria una queja a una autori,,No me proporcionaron ninguna in,,"La he escuchado, pero no se cua",,Satisfecho,No,2024-11-05 15:52:36.790,2024-11-05 15:52:36.790,-74.0672966666667,4.62041833333333,69.19541666666667
f2506f32a669,2024-11-05 14:51:00.000,Si,SI AUTORIZO,,25 y 40 anos,"BOGOTA, D.C.","BOGOTA, D.C.",CR 7 #33-53 SAN DIEGO,ACUEDUCTO,other,Cambio de titular de la factura,El dueno de la propiedad,,No,Mujer,,Ninguno,,No,Urbana,Casado/a,,Superior (incluye postgrado),,other,Familiar,Trabajador(a) independiente,,4,Entre una hora y dos horas,Menos de $10.000,,Acueducto,,other,Cambio de titular en la factura,other,Cambio de titular en la factura,nan,,nan,,Buena,,Si,Mi motivo de visita fue complet,nan,Que lo atendieran virtualmente,,Menos de una semana,nan,Presentar una queja o reclamo,nan,Pediria una revision a la empre,,"Si, y me explicaron como hacerl",,Se que es la entidad encargada,,Muy satisfecho,No,2024-11-05 15:52:37.545,2024-11-05 15:52:37.545,-74.0674083333333,4.620485,61.62575
f2506f32a669,2024-11-05 15:38:00.000,Si,SI AUTORIZO,,41 y 59 anos,"BOGOTA, D.C.","BOGOTA, D.C.",CR 7 #33-53 SAN DIEGO,ACUEDUCTO,No estoy de acuerdo con el valo,,Persona autorizada para actuar,,No,Hombre,,Ninguno,,Si,Urbana,Casado/a,,Basica secundaria,,Propia,,Trabajador(a) independiente,,4,Entre 30 minutos a 60 minutos,Menos de $10.000,,Acueducto,,Presentar una reclamacion,,Facturacion,nan,Hay un cobro que desconozco por,,nan,,Buena,,Si,"Fui atendido, pero la orientaci",nan,Quiero asistir presencialmente,,Entre una semana y un mes,nan,Contactar Nuevamente,nan,Pediria una revision a la empre,,No me proporcionaron ninguna in,,Se que es la entidad encargada,,Satisfecho,Si,2024-11-05 15:52:39.613,2024-11-05 15:52:39.613,-74.0674466666667,4.620435,14.66021666666667
d55e8cb90044,2024-11-05 15:46:00.000,Si,SI AUTORIZO,,41 y 59 anos,"BOGOTA, D.C.","BOGOTA, D.C.",ACUEDUCTO Y ALCANTARILLADO DE BOGOTA CR 7a 33 53,ACUEDUCTO,other,VENGO A SOLICITAR INFORMACION DE MI PQR,Persona autorizada para actuar,,No,Mujer,,Ninguno,,No,Urbana,Casado/a,,Media,,Propia,,Trabajador(a) independiente,,5,Menos de 30 minutos,Menos de $10.000,,Acueducto,,Solicitar informacion,,Facturacion,nan,other,SOLICITO INFORMACION EN QUE ESTADO SE ENCUENTRA MI PQR,nan,,Buena,,Si,Mi motivo de visita fue complet,nan,Quiero asistir presencialmente,,Entre una semana y un mes,nan,Contactar Nuevamente,nan,Elevaria una queja a una autori,,"Si, y me explicaron como hacerl",,Creo que es la entidad que prov,,Satisfecho,No,2024-11-05 16:03:03.761,2024-11-05 16:03:03.761,-74.0672905629402,4.62046887725683,17.06268333333333
d55e8cb90044,2024-11-06 09:40:00.000,Si,SI AUTORIZO,,41 y 59 anos,"BOGOTA, D.C.","BOGOTA, D.C.",ACUEDUCTO Y ALCANTARILLADO CENTRO NARINO,ACUEDUCTO Y ALCANTARILLADO,No estoy de acuerdo con el valo,,El dueno de la propiedad,,Si,Hombre,,Ninguno,,Si,Urbana,Casado/a,,Superior (incluye postgrado),,Propia,,Trabajador(a) independiente,,2,Entre 30 minutos a 60 minutos,De $10.000 a $30.000,,Acueducto,,Presentar una reclamacion,,Facturacion,nan,Considero que el cobro de mi se,,nan,,Buena,,No,nan,Creo que la atencion y orientac,Quiero asistir presencialmente,,nan,Entre una semana y un mes,Contactar Nuevamente,nan,Pediria una revision a la empre,,"Si, pero no me dieron mas detal",,Se que es la entidad encargada,,Satisfecho,Si,2024-11-06 09:48:56.216,2024-11-06 09:48:56.216,-74.0920173,4.6291738,8.936933333333334
d55e8cb90044,2024-11-06 09:50:00.000,Si,SI AUTORIZO,,Mayor a 60 anos,"BOGOTA, D.C.","BOGOTA, D.C.",ACUEDUCTO Y ALCANTARILLADO CENTRO NARINO,ALCANTARILLADO,No estoy de acuerdo con el valo,,Quien usa el servicio,,Si,Hombre,,Ninguno,,Si,Urbana,Soltero/a,,Basica secundaria,,Arrendada,,Empleado(a) en el sector privad,,1,Menos de 30 minutos,Menos de $10.000,,Alcantarillado,,Presentar una reclamacion,,Prestacion del servicio,nan,nan,,other,SE ESTAN FILTRANDO LAS AGUAS RESIDUALES A LOS LOCALES COMERCIALES Y VIVIENDAS Y NO HAN ECHO VISITA PARA DAR SOLUCION A DICHO PROBLEMA DESDE EL MES DE JUNIO # DE ORDEN [TEL]Y DEL MES DE OCTUBRE # DE ORDEN [TEL],Mala,,No,nan,No confio en que me orienten ad,Quiero asistir presencialmente,,nan,Entre una semana y un mes,Contactar Nuevamente,nan,Pediria una revision a la empre,,"Si, pero no me dieron mas detal",,Nunca habia escuchado sobre est,,Neutral,No,2024-11-06 09:58:33.215,2024-11-06 09:58:33.215,-74.0920085763032,4.62892827108928,8.553583333333334
d55e8cb90044,2024-11-06 09:58:00.000,Si,SI AUTORIZO,,Mayor a 60 anos,"BOGOTA, D.C.","BOGOTA, D.C.",ACUEDUCTO Y ALCANTARILLADO CENTRO NARINO,ACUEDUCTO,No estoy de acuerdo con el valo,,El dueno de la propiedad,,Si,Mujer,,Ninguno,,Si,Urbana,Casado/a,,Basica primaria,,Propia,,other,HOGAR,7,Entre 30 minutos a 60 minutos,De $10.000 a $30.000,,Acueducto,,Presentar una reclamacion,,Facturacion,nan,Considero que el cobro de mi se,,nan,,Regular,,Si,"Fui atendido, pero la orientaci",nan,Quiero asistir presencialmente,,Entre una semana y un mes,nan,Contactar Nuevamente,nan,Pediria una revision a la empre,,"Si, pero no me dieron mas detal",,Nunca habia escuchado sobre est,,Satisfecho,Si,2024-11-06 10:07:23.461,2024-11-06 10:07:23.461,-74.0920062040632,4.62913470580314,9.391016666666667
d55e8cb90044,2024-11-06 10:07:00.000,Si,SI AUTORIZO,,Mayor a 60 anos,"BOGOTA, D.C.","BOGOTA, D.C.",ACUEDUCTO Y ALCANTARILLADO CENTRO NARINO,ACUEDUCTO,No estoy de acuerdo con el valo,,El dueno de la propiedad,,Si,Mujer,,Ninguno,,No,Urbana,Viudo/a,,Basica secundaria,,Propia,,Pensionado(a),,3,Entre 30 minutos a 60 minutos,De $10.000 a $30.000,,Acueducto,,Presentar una reclamacion,,Facturacion,nan,other,SOLICITAN VISITA AL PREDIO PERO EL ESTA DESOCUPADO HACE 6 ANOS POR LO CUAL NO AY CONSUMO,nan,,Buena,,No,nan,Considero que la informacion qu,Quiero asistir presencialmente,,nan,Entre una semana y un mes,Contactar Nuevamente,nan,Elevaria una queja a una autori,,"Si, pero no me dieron mas detal",,Nunca habia escuchado sobre est,,Satisfecho,Si,2024-11-06 10:20:21.134,2024-11-06 10:20:21.134,-74.0918902565394,4.62924010832112,13.35223333333333
d55e8cb90044,2024-11-06 10:20:00.000,Si,SI AUTORIZO,,Mayor a 60 anos,"BOGOTA, D.C.","BOGOTA, D.C.",ACUEDUCTO Y ALCANTARILLADO CENTRO NARINO,ACUEDUCTO,No estoy de acuerdo con el valo,,Persona autorizada para actuar,,Si,Mujer,,Ninguno,,Si,Urbana,Union libre,,Basica primaria,,Propia,,Trabajador(a) independiente,,3,Entre una hora y dos horas,Menos de $10.000,,Acueducto,,Presentar una reclamacion,,Facturacion,nan,Considero que el cobro de mi se,,nan,,Buena,,Si,"Fui atendido, pero no entendi l",nan,Quiero asistir presencialmente,,Entre una semana y un mes,nan,Presentar una queja o reclamo,nan,Elevaria una queja a una autori,,"Si, pero no me dieron mas detal",,Creo que es la entidad que prov,,Satisfecho,Si,2024-11-06 10:28:00.674,2024-11-06 10:28:00.674,-74.0919380986006,4.62905512950311,8.011233333333333
d55e8cb90044,2024-11-06 10:28:00.000,Si,SI AUTORIZO,,Mayor a 60 anos,"BOGOTA, D.C.","BOGOTA, D.C.",ACUEDUCTO Y ALCANTARILLADO CENTRO NARINO,ACUEDUCTO,No estoy de acuerdo con el valo,,El dueno de la propiedad,,Si,Hombre,,Indigena,,Si,Urbana,Divorciado/a,,Superior (incluye postgrado),,Propia,,Empleado(a) en el sector privad,,1,Entre una hora y dos horas,Menos de $10.000,,Acueducto,,Presentar una reclamacion,,Facturacion,nan,Considero que el cobro de mi se,,nan,,Buena,,Si,"Fui atendido, pero no entendi l",nan,Quiero asistir presencialmente,,Entre una semana y un mes,nan,Contactar Nuevamente,nan,Pediria una revision a la empre,,"Si, pero no me dieron mas detal",,Nunca habia escuchado sobre est,,Satisfecho,Si,2024-11-06 10:39:19.936,2024-11-06 10:39:19.936,-74.09201,4.6291797,11.33226666666667
157b680b5ee8,2024-11-06 10:45:00.000,Si,SI AUTORIZO,,41 y 59 anos,"BOGOTA, D.C.","BOGOTA, D.C.",ACUEDUCTO Y ALCANTARILLADO CENTRO NARINO,ACUEDUCTO,Mi servicio fue suspendido,,Quien usa el servicio,,Si,Mujer,,Ninguno,,Si,Urbana,Soltero/a,,Basica primaria,,Arrendada,,Trabajador(a) independiente,,9,Entre 30 minutos a 60 minutos,De $10.000 a $30.000,,Acueducto,,Radicar una peticion,,Facturacion,nan,other,HICIMOS UN ACUERDO DE PAGO NOS ATRASAMOS EN UNA CUOTA Y NOS VOLVIO A SUBIR LA DEUDA EL DIA DE HOY QUEREMOS LLEGAR A UNA NUEVA CONCILIACION PARA QUEDAR AL DIA CON EL SERVICIO,nan,,Regular,,No,nan,Creo que la atencion y orientac,Quiero asistir presencialmente,,nan,Menos de una semana,Contactar Nuevamente,nan,Elevaria una queja a una autori,,"Si, pero no me dieron mas detal",,Nunca habia escuchado sobre est,,Neutral,Si,2024-11-06 10:54:01.807,2024-11-06 10:54:01.807,-74.091588026709,4.62968982298901,9.030116666666666
